,location,bhk,total_sqft,bath,balcony,price,Actual Price
501,Anjanapura,2,950.0,2,1,40.0,400000.0
502,Anjanapura,3,1280.0,2,2,45.0,450000.0
503,Anjanapura,2,710.0,2,0,25.0,250000.0
505,Anjanapura,2,950.0,2,0,32.0,320000.0
506,Anjanapura,4,1800.0,4,2,55.0,550000.0
507,Anjanapura,3,1843.0,3,1,87.54,875400.0000000001
508,Anjanapura,2,1076.0,2,1,30.13,301300.0
509,Anjanapura,2,950.0,2,0,30.0,300000.0
510,Ardendale,3,1750.0,3,2,100.0,1000000.0
511,Ardendale,4,3198.0,4,3,200.0,2000000.0
512,Ardendale,4,2422.0,4,2,160.0,1600000.0
513,Ardendale,3,1750.0,3,3,100.0,1000000.0
514,Ardendale,4,3200.0,4,1,205.0,2050000.0
515,Ardendale,3,1728.0,3,2,95.0,950000.0
516,Ardendale,4,2062.0,3,2,140.0,1400000.0
517,Ardendale,3,1732.46,3,2,92.0,920000.0
518,Ardendale,4,2062.0,3,2,150.0,1500000.0
520,Ardendale,2,1224.0,2,2,70.0,700000.0
521,Ardendale,3,1777.26,3,2,105.0,1050000.0
522,Ardendale,3,1650.0,3,3,82.0,820000.0
523,Ardendale,4,2062.0,3,2,140.0,1400000.0
524,Ardendale,3,1650.0,3,3,82.0,820000.0
525,Ardendale,2,1224.0,2,2,67.0,670000.0
526,Ardendale,3,1723.0,3,2,95.0,950000.0
527,Ardendale,3,1777.26,3,2,89.0,890000.0
528,Ardendale,3,1777.26,3,2,92.0,920000.0
529,Arekere,3,2060.0,3,2,140.0,1400000.0
530,Arekere,2,920.0,2,1,40.0,400000.0
531,Arekere,3,1740.0,2,2,95.0,950000.0
532,Arekere,2,1190.0,2,2,55.0,550000.0
533,Arekere,1,600.0,1,1,28.0,280000.0
534,Arekere,3,2072.0,3,2,108.0,1080000.0
535,Arekere,2,1100.0,2,2,55.0,550000.0
536,Arekere,2,900.0,2,3,50.0,500000.0
538,Arekere,2,1240.0,2,2,60.0,600000.0
539,Arekere,2,900.0,2,1,44.5,445000.0
540,Attibele,1,450.0,1,1,11.0,110000.0
541,Attibele,4,1600.0,4,0,52.8,528000.0
542,Attibele,2,656.0,2,1,25.0,250000.0
543,Attibele,1,400.0,1,1,11.0,110000.0
544,Attibele,1,400.0,1,1,12.0,120000.0
545,Attibele,1,400.0,1,1,14.0,140000.0
546,Attibele,1,500.0,1,1,17.0,170000.0
547,Attibele,4,2168.0,4,2,95.0,950000.0
548,Attibele,1,395.0,1,1,10.25,102500.0
549,Attibele,1,420.0,1,1,17.0,170000.0
551,Attibele,1,418.0,1,1,12.0,120000.0
552,Attibele,2,1200.0,2,2,42.0,420000.0
553,Attibele,1,400.0,1,1,10.0,100000.0
554,Attibele,2,695.0,1,1,25.0,250000.0
555,Attibele,2,850.0,1,1,25.0,250000.0
556,Attibele,3,2400.0,3,3,120.0,1200000.0
557,Attibele,1,450.0,1,1,12.5,125000.0
561,Attibele,1,782.0,1,0,19.55,195500.0
563,Attibele,2,656.0,2,1,25.0,250000.0
564,Attibele,1,400.0,1,1,11.5,115000.0
565,Attibele,1,460.0,1,1,13.0,130000.0
566,Attibele,1,418.0,2,1,11.5,115000.0
567,Attibele,2,1000.0,2,1,42.0,420000.0
568,Attibele,1,550.0,1,1,11.5,115000.0
570,Attibele,1,410.0,1,1,10.0,100000.0
571,Attibele,3,1700.0,3,1,65.0,650000.0
572,Attibele,1,400.0,1,1,10.25,102500.0
573,Attibele,2,656.0,2,1,25.0,250000.0
574,Attibele,3,1500.0,3,2,90.0,900000.0
575,Attibele,1,520.0,1,1,15.0,150000.0
576,BEML Layout,2,1060.0,2,1,55.0,550000.0
578,BEML Layout,2,999.0,2,3,45.0,450000.0
579,BEML Layout,5,2400.0,4,1,225.0,2250000.0
581,BEML Layout,2,1194.0,2,1,65.0,650000.0
582,BEML Layout,2,1200.0,2,2,67.0,670000.0
583,BEML Layout,2,2400.0,2,1,228.0,2280000.0
586,BEML Layout,2,1194.0,2,1,65.0,650000.0
588,BTM 1st Stage,1,375.0,1,0,40.0,400000.0
589,BTM 1st Stage,3,1717.0,3,2,200.0,2000000.0
591,BTM 2nd Stage,2,950.0,2,1,52.0,520000.0
592,BTM 2nd Stage,3,1850.0,3,2,170.0,1700000.0
593,BTM 2nd Stage,2,1200.0,2,2,80.0,800000.0
594,BTM 2nd Stage,2,1274.0,2,2,70.0,700000.0
596,BTM 2nd Stage,2,1070.0,2,1,48.0,480000.0
597,BTM 2nd Stage,2,1280.0,2,2,80.0,800000.0
598,BTM 2nd Stage,2,1100.0,2,2,70.0,700000.0
599,BTM 2nd Stage,2,1000.0,2,2,58.0,580000.0
600,BTM 2nd Stage,5,2990.0,5,3,416.0,4160000.0
601,BTM 2nd Stage,2,1265.0,2,2,55.0,550000.0
602,BTM 2nd Stage,3,2200.0,3,3,220.0,2200000.0
603,BTM 2nd Stage,3,2780.0,4,1,325.0,3250000.0
604,BTM 2nd Stage,3,2400.0,2,0,360.0,3600000.0
605,BTM 2nd Stage,2,965.0,2,2,56.0,560000.0
606,BTM 2nd Stage,2,1147.0,2,1,75.0,750000.0
607,BTM 2nd Stage,3,1750.0,3,3,172.0,1720000.0
608,BTM 2nd Stage,2,1400.0,2,3,90.0,900000.0
609,BTM 2nd Stage,2,1200.0,2,2,70.0,700000.0
610,BTM 2nd Stage,2,1100.0,2,2,47.0,470000.0
611,BTM 2nd Stage,2,930.0,2,2,46.0,460000.0
613,BTM 2nd Stage,3,2500.0,3,2,345.0,3450000.0
614,BTM Layout,2,1150.0,2,2,63.0,630000.0
615,BTM Layout,6,3300.0,6,3,165.0,1650000.0
616,BTM Layout,3,1450.0,2,2,81.0,810000.0
617,BTM Layout,3,1776.0,2,3,75.0,750000.0
618,BTM Layout,3,1458.0,3,2,79.0,790000.0
619,BTM Layout,2,935.0,2,1,51.5,515000.0
620,BTM Layout,2,1020.0,2,1,46.5,465000.0
621,BTM Layout,3,1600.0,3,2,112.0,1120000.0
622,BTM Layout,3,1300.0,2,1,75.0,750000.0
623,BTM Layout,3,1540.0,2,2,78.0,780000.0
624,BTM Layout,1,450.0,1,1,20.0,200000.0
625,BTM Layout,2,1196.0,2,2,56.81,568100.0
626,BTM Layout,3,1470.0,2,2,99.0,990000.0
629,Babusapalaya,3,1611.0,2,2,66.0,660000.0
631,Babusapalaya,3,1675.0,3,3,75.0,750000.0
632,Babusapalaya,2,1141.0,2,1,46.0,460000.0
633,Babusapalaya,2,1500.0,2,2,57.0,570000.0
635,Babusapalaya,2,1050.0,2,3,45.0,450000.0
636,Babusapalaya,2,1141.0,2,1,45.9,459000.0
638,Babusapalaya,3,1230.0,3,3,53.0,530000.0
639,Babusapalaya,2,1105.0,2,1,40.0,400000.0
640,Babusapalaya,3,1410.0,2,3,65.0,650000.0
641,Babusapalaya,2,1450.0,2,1,55.99,559900.0
642,Babusapalaya,2,1100.0,2,2,38.0,380000.0
644,Babusapalaya,2,1061.0,2,1,33.84,338400.00000000006
645,Babusapalaya,2,1061.0,2,1,38.95,389500.0
646,Babusapalaya,2,1061.0,2,1,34.0,340000.0
647,Babusapalaya,2,1245.0,2,2,58.0,580000.0
648,Badavala Nagar,3,1494.0,2,2,94.55,945500.0
649,Badavala Nagar,2,1274.0,2,1,81.0,810000.0
650,Badavala Nagar,3,1842.0,3,2,115.0,1150000.0
651,Badavala Nagar,3,1494.0,2,2,94.55,945500.0
652,Badavala Nagar,2,1274.0,2,1,81.0,810000.0
653,Badavala Nagar,3,1494.0,2,2,94.55,945500.0
654,Badavala Nagar,3,1842.0,3,2,115.0,1150000.0
655,Badavala Nagar,3,1842.0,3,2,115.0,1150000.0
656,Badavala Nagar,3,1842.0,3,2,115.0,1150000.0
657,Balagere,2,1210.0,2,1,80.9,809000.0
658,Balagere,2,1210.0,2,1,72.0,720000.0
659,Balagere,2,1205.0,2,1,78.5,785000.0
660,Balagere,1,790.5,1,0,41.9,419000.0
663,Balagere,2,1020.07,2,1,68.38,683800.0
664,Balagere,2,1205.47,2,1,81.0,810000.0
665,Balagere,2,1007.0,2,1,65.0,650000.0
667,Balagere,2,1210.0,2,1,74.0,740000.0
668,Balagere,2,1210.0,2,1,83.0,830000.0
669,Balagere,1,675.0,1,1,45.0,450000.0
670,Balagere,1,656.0,1,1,43.0,430000.0
672,Balagere,2,1012.0,2,1,64.0,640000.0
673,Balagere,2,1007.0,2,1,62.0,620000.0
674,Balagere,2,1007.0,2,1,67.0,670000.0
675,Balagere,2,1007.0,2,1,66.0,660000.0
678,Balagere,1,645.0,1,1,34.18,341800.0
681,Balagere,1,790.5,1,0,42.3,423000.0
682,Balagere,2,1012.0,2,1,65.0,650000.0
683,Balagere,1,656.0,1,1,38.77,387700.00000000006
684,Balagere,1,645.0,1,1,39.0,390000.0
685,Balagere,1,645.0,1,1,41.0,410000.0
686,Balagere,2,1210.0,2,1,82.0,820000.0
687,Balagere,1,656.0,1,1,34.77,347700.00000000006
688,Balagere,2,1205.0,2,1,73.87,738700.0
689,Balagere,2,1012.0,2,1,70.0,700000.0
690,Balagere,2,1007.0,2,1,68.0,680000.0
692,Balagere,2,1205.0,2,1,79.0,790000.0
693,Balagere,2,1012.0,2,1,68.0,680000.0
695,Banashankari,2,1077.0,2,2,37.64,376400.0
696,Banashankari,3,1470.0,2,1,88.64,886400.0
697,Banashankari,3,1300.0,2,2,75.0,750000.0
698,Banashankari,3,1800.0,3,2,115.0,1150000.0
699,Banashankari,2,1125.0,2,1,63.0,630000.0
701,Banashankari,2,1310.0,2,2,80.0,800000.0
702,Banashankari,3,2600.0,4,1,135.0,1350000.0
703,Banashankari,3,1900.0,2,1,170.0,1700000.0
704,Banashankari,2,1260.0,2,3,75.0,750000.0
705,Banashankari,2,1170.0,2,2,46.79,467900.0
707,Banashankari,3,1350.0,2,0,83.0,830000.0
709,Banashankari,2,1330.0,2,1,78.0,780000.0
710,Banashankari,3,1400.0,2,1,78.0,780000.0
711,Banashankari,3,1700.0,3,2,125.0,1250000.0
712,Banashankari,2,1020.0,2,2,40.79,407900.0
713,Banashankari,2,1600.0,2,1,63.98,639800.0
714,Banashankari,2,1041.0,2,1,36.44,364400.0
715,Banashankari,1,2400.0,1,1,200.0,2000000.0
716,Banashankari,2,1390.0,2,2,86.0,860000.0
717,Banashankari,2,1460.0,2,3,70.0,700000.0
718,Banashankari,2,1200.0,2,1,60.0,600000.0
719,Banashankari,2,1290.0,2,2,80.0,800000.0
721,Banashankari,2,1186.0,2,3,65.0,650000.0
722,Banashankari,3,1650.0,3,2,101.0,1010000.0
724,Banashankari,2,1181.0,2,1,75.0,750000.0
725,Banashankari,2,1105.0,2,2,90.0,900000.0
726,Banashankari,1,720.0,1,1,60.0,600000.0
727,Banashankari,2,1040.0,2,3,45.0,450000.0
728,Banashankari,2,1330.0,2,2,77.0,770000.0
729,Banashankari,2,1200.0,2,3,49.0,490000.0
730,Banashankari,2,1185.0,2,2,67.0,670000.0
731,Banashankari,2,1000.0,2,1,50.0,500000.0
732,Banashankari,3,1650.0,3,2,90.75,907500.0
733,Banashankari,3,1650.0,3,2,101.0,1010000.0
734,Banashankari,2,1310.0,2,2,80.43,804300.0000000001
735,Banashankari,2,600.0,1,0,27.0,270000.0
736,Banashankari,2,1430.0,2,2,87.8,878000.0
737,Banashankari,2,1020.0,2,1,42.83,428300.0
739,Banashankari,3,1540.0,3,3,80.0,800000.0
740,Banashankari,2,1195.0,2,1,35.84,358400.00000000006
741,Banashankari,3,1683.0,3,2,115.0,1150000.0
742,Banashankari,3,1800.0,3,2,125.0,1250000.0
743,Banashankari,2,1175.0,2,1,41.13,411300.0
744,Banashankari,3,1750.0,2,2,89.0,890000.0
745,Banashankari,3,1800.0,3,2,175.0,1750000.0
746,Banashankari,2,1450.0,2,2,50.75,507500.0
747,Banashankari,3,1770.0,3,3,108.0,1080000.0
748,Banashankari,3,1800.0,3,2,125.0,1250000.0
751,Banashankari,3,1200.0,3,2,74.52,745200.0
752,Banashankari,2,1100.0,2,1,63.0,630000.0
753,Banashankari,2,1020.0,2,2,40.79,407900.0
754,Banashankari,2,1260.0,2,3,75.0,750000.0
756,Banashankari,3,1426.0,3,2,85.0,850000.0
757,Banashankari Stage II,2,1700.0,2,2,150.0,1500000.0
758,Banashankari Stage II,4,1200.0,2,1,150.0,1500000.0
759,Banashankari Stage II,3,1500.0,2,1,120.0,1200000.0
760,Banashankari Stage II,5,2400.0,3,2,510.0,5100000.0
761,Banashankari Stage II,3,1240.0,2,2,59.52,595200.0
762,Banashankari Stage II,2,1250.0,2,2,110.0,1100000.0
763,Banashankari Stage II,3,1260.0,2,1,95.0,950000.0
764,Banashankari Stage II,3,2400.0,2,2,300.0,3000000.0
765,Banashankari Stage II,2,1400.0,2,1,100.0,1000000.0
766,Banashankari Stage II,5,2800.0,3,2,425.0,4250000.0
767,Banashankari Stage II,3,3000.0,3,2,450.0,4500000.0
768,Banashankari Stage II,3,1200.0,2,1,198.0,1980000.0
769,Banashankari Stage II,2,1245.0,2,1,125.0,1250000.0
770,Banashankari Stage III,3,1305.0,2,1,58.7,587000.0
771,Banashankari Stage III,2,1145.0,2,3,58.4,584000.0
772,Banashankari Stage III,3,1650.0,3,2,118.0,1180000.0
773,Banashankari Stage III,4,2400.0,4,1,240.0,2400000.0
774,Banashankari Stage III,3,1350.0,2,2,68.0,680000.0
776,Banashankari Stage III,3,1305.0,2,1,59.0,590000.0
777,Banashankari Stage III,3,1305.0,2,1,60.0,600000.0
778,Banashankari Stage III,2,1200.0,2,0,42.0,420000.0
779,Banashankari Stage III,3,1305.0,2,1,59.0,590000.0
780,Banashankari Stage III,3,1480.0,3,1,75.48,754800.0
781,Banashankari Stage III,3,1305.0,2,1,59.0,590000.0
782,Banashankari Stage III,2,1304.0,2,0,111.0,1110000.0
783,Banashankari Stage III,6,3000.0,6,2,150.0,1500000.0
784,Banashankari Stage III,2,1085.0,2,1,50.0,500000.0
785,Banashankari Stage III,3,1500.0,2,2,100.0,1000000.0
786,Banashankari Stage III,4,2100.0,3,1,147.0,1470000.0
787,Banashankari Stage III,3,1420.0,2,2,95.0,950000.0
788,Banashankari Stage V,3,1300.0,2,1,58.5,585000.0
789,Banashankari Stage V,3,1305.0,2,2,49.0,490000.0
790,Banashankari Stage V,2,1035.0,2,2,35.77,357700.00000000006
791,Banashankari Stage V,3,1355.0,2,1,61.0,610000.0
792,Banashankari Stage V,3,1510.0,3,3,47.57,475700.0
793,Banashankari Stage V,3,1650.0,3,2,51.98,519799.99999999994
794,Banashankari Stage V,3,1630.0,3,2,51.35,513500.0
795,Banashankari Stage V,3,1510.0,3,3,47.57,475700.0
796,Banashankari Stage V,3,1315.0,2,2,49.0,490000.0
797,Banashankari Stage V,3,1540.0,3,2,48.51,485100.0
798,Banashankari Stage V,2,920.0,2,1,41.5,415000.0
799,Banashankari Stage VI,2,1177.5,2,0,59.94,599400.0
800,Banashankari Stage VI,4,4800.0,4,3,190.0,1900000.0
801,Banashankari Stage VI,4,2800.0,4,2,89.0,890000.0
802,Banashankari Stage VI,4,2200.0,4,2,195.0,1950000.0
803,Banashankari Stage VI,2,1160.0,2,1,59.0,590000.0
804,Banashankari Stage VI,2,1180.0,2,1,59.47,594700.0
805,Banashankari Stage VI,3,1423.0,2,1,71.73,717300.0
806,Banashankari Stage VI,3,1392.0,3,1,69.46,694599.9999999999
807,Banashankari Stage VI,3,1410.5,2,0,70.39,703900.0
808,Banashankari Stage VI,4,4800.0,3,2,200.0,2000000.0
809,Banaswadi,2,1184.0,2,3,53.0,530000.0
810,Banaswadi,2,1145.0,2,2,55.0,550000.0
811,Banaswadi,2,1250.0,2,0,60.0,600000.0
812,Banaswadi,2,1365.0,2,2,73.0,730000.0
813,Banaswadi,5,1903.0,6,2,140.0,1400000.0
814,Banaswadi,2,1222.0,2,2,80.0,800000.0
815,Banaswadi,2,870.0,2,2,38.0,380000.0
816,Banaswadi,2,1200.0,2,3,60.0,600000.0
818,Banaswadi,1,527.0,1,0,35.0,350000.0
819,Banaswadi,2,1340.0,2,2,73.0,730000.0
820,Banaswadi,2,1008.0,2,2,52.0,520000.0
821,Banaswadi,2,1105.0,2,2,57.0,570000.0
822,Banjara Layout,2,1200.0,2,2,70.0,700000.0
823,Banjara Layout,2,1050.0,2,1,64.8,648000.0
824,Banjara Layout,2,753.0,3,3,59.5,595000.0
825,Banjara Layout,3,2500.0,4,0,140.0,1400000.0
827,Bannerghatta,3,1665.0,3,3,110.0,1100000.0
828,Bannerghatta,3,2370.0,4,2,195.0,1950000.0
829,Bannerghatta,2,1100.0,2,1,66.0,660000.0
830,Bannerghatta,4,2895.5,2,2,246.0,2460000.0
831,Bannerghatta,2,1113.0,2,1,70.0,700000.0
832,Bannerghatta,2,1200.0,2,2,73.2,732000.0
833,Bannerghatta,2,1070.0,2,1,87.0,870000.0
834,Bannerghatta,3,1776.0,3,2,124.0,1240000.0
835,Bannerghatta,3,1776.0,3,2,150.0,1500000.0
836,Bannerghatta Road,1,500.0,1,1,18.5,185000.0
837,Bannerghatta Road,2,1050.0,2,1,65.0,650000.0
838,Bannerghatta Road,3,1170.0,2,1,66.0,660000.0
839,Bannerghatta Road,1,595.0,1,1,33.32,333200.0
840,Bannerghatta Road,3,1445.0,3,2,95.0,950000.0
841,Bannerghatta Road,3,1640.0,2,1,120.0,1200000.0
843,Bannerghatta Road,3,1460.0,2,1,90.0,900000.0
845,Bannerghatta Road,2,1179.0,2,1,66.02,660200.0
846,Bannerghatta Road,2,1122.5,2,0,58.94,589400.0
847,Bannerghatta Road,2,793.0,2,1,45.0,450000.0
849,Bannerghatta Road,2,1400.0,2,2,78.0,780000.0
851,Bannerghatta Road,2,1215.0,2,0,50.0,500000.0
852,Bannerghatta Road,3,1654.0,3,2,100.0,1000000.0
853,Bannerghatta Road,2,1181.0,2,0,55.0,550000.0
855,Bannerghatta Road,2,1200.0,2,2,75.0,750000.0
857,Bannerghatta Road,1,595.0,1,1,31.83,318300.0
858,Bannerghatta Road,2,1105.0,2,1,51.0,510000.0
859,Bannerghatta Road,2,1255.0,2,2,65.26,652600.0
861,Bannerghatta Road,3,1550.0,3,2,82.0,820000.0
863,Bannerghatta Road,3,1650.0,3,2,122.0,1220000.0
864,Bannerghatta Road,2,912.0,2,1,55.0,550000.0
865,Bannerghatta Road,2,1218.0,2,1,73.0,730000.0
867,Bannerghatta Road,2,1115.0,2,1,65.12,651200.0
869,Bannerghatta Road,3,1893.0,3,2,100.0,1000000.0
870,Bannerghatta Road,3,1600.0,3,2,95.0,950000.0
871,Bannerghatta Road,2,1275.0,2,2,65.0,650000.0
872,Bannerghatta Road,2,892.0,2,1,39.0,390000.0
874,Bannerghatta Road,2,1260.0,2,2,70.0,700000.0
876,Bannerghatta Road,2,1157.0,2,0,40.0,400000.0
877,Bannerghatta Road,2,1150.0,2,2,65.0,650000.0
879,Bannerghatta Road,2,1100.0,2,0,39.0,390000.0
881,Bannerghatta Road,3,1725.0,3,2,110.0,1100000.0
882,Bannerghatta Road,6,1850.0,6,3,150.0,1500000.0
884,Bannerghatta Road,2,950.0,2,0,38.0,380000.0
885,Bannerghatta Road,2,1220.0,2,1,80.0,800000.0
886,Bannerghatta Road,2,1130.0,2,2,78.0,780000.0
888,Bannerghatta Road,3,1486.0,3,1,83.22,832200.0
890,Bannerghatta Road,2,1015.0,2,0,48.0,480000.0
891,Bannerghatta Road,2,1115.0,2,1,61.0,610000.0
892,Bannerghatta Road,2,1136.0,2,1,48.0,480000.0
893,Bannerghatta Road,4,2700.0,4,3,260.0,2600000.0
894,Bannerghatta Road,3,1200.0,2,2,69.0,690000.0
895,Bannerghatta Road,3,1465.0,2,1,76.0,760000.0
896,Bannerghatta Road,2,1302.5,2,0,67.73,677300.0
897,Bannerghatta Road,2,1200.0,2,2,65.0,650000.0
898,Bannerghatta Road,2,1240.0,2,1,65.0,650000.0
899,Bannerghatta Road,3,1476.0,3,1,125.0,1250000.0
901,Bannerghatta Road,3,1532.5,3,0,84.29,842900.0000000001
903,Bannerghatta Road,2,1268.0,2,1,69.0,690000.0
904,Bannerghatta Road,3,1450.0,2,2,87.0,870000.0
905,Bannerghatta Road,4,2932.0,5,2,195.0,1950000.0
908,Bannerghatta Road,2,960.0,2,3,58.0,580000.0
909,Bannerghatta Road,3,1750.0,3,2,130.0,1300000.0
910,Bannerghatta Road,2,1275.0,2,1,73.0,730000.0
912,Bannerghatta Road,2,1240.0,2,1,71.0,710000.0
914,Bannerghatta Road,2,1215.0,2,1,68.0,680000.0
915,Bannerghatta Road,2,1215.0,2,1,68.0,680000.0
916,Bannerghatta Road,3,1894.0,3,1,115.0,1150000.0
918,Bannerghatta Road,3,1693.0,3,2,89.0,890000.0
919,Bannerghatta Road,2,1280.0,2,2,60.16,601600.0
921,Bannerghatta Road,1,630.0,1,2,35.0,350000.0
922,Bannerghatta Road,2,1215.0,2,1,68.0,680000.0
923,Bannerghatta Road,3,1365.0,3,1,76.18,761800.0000000001
924,Bannerghatta Road,2,1115.0,2,2,78.0,780000.0
925,Bannerghatta Road,3,1532.5,3,0,79.47,794700.0
927,Bannerghatta Road,3,1655.0,3,3,90.0,900000.0
928,Bannerghatta Road,2,1247.0,2,1,47.39,473900.0
929,Bannerghatta Road,2,1237.5,2,0,49.49,494900.0
930,Bannerghatta Road,3,1650.0,3,1,94.0,940000.0
931,Bannerghatta Road,2,905.0,2,1,65.0,650000.0
932,Bannerghatta Road,2,1000.0,2,1,50.0,500000.0
933,Bannerghatta Road,4,2185.0,3,3,120.0,1200000.0
934,Bannerghatta Road,2,1012.0,2,1,45.0,450000.0
936,Bannerghatta Road,3,1460.0,2,2,80.0,800000.0
937,Bannerghatta Road,2,1340.0,2,3,85.0,850000.0
938,Bannerghatta Road,3,1711.0,3,2,125.0,1250000.0
939,Bannerghatta Road,3,1520.0,2,3,81.0,810000.0
940,Bannerghatta Road,3,2826.0,3,1,148.0,1480000.0
941,Bannerghatta Road,2,1115.0,2,1,61.0,610000.0
942,Bannerghatta Road,2,1154.0,2,2,47.0,470000.0
943,Bannerghatta Road,2,1000.0,2,1,44.5,445000.0
944,Bannerghatta Road,2,1250.0,2,0,48.0,480000.0
945,Bannerghatta Road,3,1640.0,3,2,105.0,1050000.0
947,Bannerghatta Road,2,1012.0,2,1,44.0,440000.0
948,Bannerghatta Road,3,1527.0,3,2,115.0,1150000.0
951,Bannerghatta Road,3,1550.0,3,2,96.0,960000.0
952,Bannerghatta Road,2,1200.0,2,2,78.0,780000.0
953,Bannerghatta Road,3,1885.0,3,1,125.0,1250000.0
955,Bannerghatta Road,3,1450.0,2,2,78.0,780000.0
956,Bannerghatta Road,1,700.0,1,1,31.2,312000.0
959,Bannerghatta Road,2,905.0,2,1,58.0,580000.0
961,Bannerghatta Road,3,1920.0,3,3,122.0,1220000.0
962,Bannerghatta Road,4,2400.0,4,1,180.0,1800000.0
964,Bannerghatta Road,2,1270.0,2,2,45.0,450000.0
965,Bannerghatta Road,3,1520.0,2,3,80.0,800000.0
966,Bannerghatta Road,3,1270.0,2,1,73.0,730000.0
967,Bannerghatta Road,3,1846.0,3,2,120.0,1200000.0
969,Bannerghatta Road,2,1122.5,2,0,61.74,617400.0
970,Bannerghatta Road,3,1655.0,3,3,95.0,950000.0
971,Bannerghatta Road,2,1206.0,2,3,53.0,530000.0
972,Bannerghatta Road,2,1150.0,2,2,55.0,550000.0
973,Bannerghatta Road,2,1215.0,2,1,65.0,650000.0
974,Bannerghatta Road,3,1510.0,2,3,110.0,1100000.0
975,Bannerghatta Road,2,1022.0,2,1,35.0,350000.0
976,Bannerghatta Road,2,1246.0,2,2,47.35,473500.0
977,Bannerghatta Road,3,1470.0,2,1,85.0,850000.0
978,Bannerghatta Road,2,1160.0,2,2,45.0,450000.0
979,Bannerghatta Road,2,970.0,2,1,57.0,570000.0
980,Bannerghatta Road,3,1527.0,3,1,142.0,1420000.0
981,Basapura,2,1100.0,2,1,60.0,600000.0
982,Basapura,2,1045.0,2,2,42.0,420000.0
983,Basapura,2,1100.0,2,1,60.0,600000.0
984,Basapura,2,1301.0,2,2,55.0,550000.0
985,Basapura,3,1540.0,2,2,70.0,700000.0
986,Basapura,3,1440.0,3,2,72.0,720000.0
987,Basapura,3,1294.0,2,2,52.0,520000.0
988,Basapura,2,1100.0,2,1,60.0,600000.0
991,Basavangudi,2,1036.0,2,2,105.0,1050000.0
992,Basavangudi,4,2600.0,4,3,260.0,2600000.0
993,Basavangudi,3,1600.0,2,2,160.0,1600000.0
994,Basavangudi,2,1560.0,2,2,145.0,1450000.0
996,Basavangudi,3,1800.0,3,2,195.0,1950000.0
997,Basavangudi,2,1100.0,2,3,93.0,930000.0
999,Basavangudi,2,1050.0,2,1,103.0,1030000.0
1002,Basavangudi,2,1180.0,2,3,124.0,1240000.0
1004,Basavangudi,2,1200.0,2,3,120.0,1200000.0
1006,Basavangudi,4,2453.0,3,2,250.0,2500000.0
1007,Basaveshwara Nagar,5,4500.0,5,1,415.0,4150000.0
1008,Basaveshwara Nagar,3,1865.0,3,3,145.0,1450000.0
1009,Basaveshwara Nagar,2,1200.0,2,0,90.0,900000.0
1010,Basaveshwara Nagar,5,2400.0,4,1,310.0,3100000.0
1011,Basaveshwara Nagar,2,1200.0,2,2,80.0,800000.0
1012,Basaveshwara Nagar,2,900.0,2,1,60.0,600000.0
1013,Basaveshwara Nagar,3,1900.0,3,3,150.0,1500000.0
1014,Basaveshwara Nagar,2,1200.0,2,2,85.0,850000.0
1015,Basaveshwara Nagar,2,1200.0,2,1,70.0,700000.0
1016,Battarahalli,2,1200.0,2,1,65.0,650000.0
1017,Battarahalli,3,1779.0,3,2,89.61,896100.0
1018,Battarahalli,2,1300.0,2,1,50.0,500000.0
1019,Battarahalli,3,1945.0,3,2,97.42,974200.0
1020,Battarahalli,3,1777.0,3,2,100.0,1000000.0
1021,Battarahalli,2,1135.0,2,3,43.0,430000.0
1022,Battarahalli,2,1276.0,2,2,45.0,450000.0
1023,Battarahalli,3,1880.0,3,2,94.36,943600.0
1024,Battarahalli,2,1071.0,2,1,62.0,620000.0
1025,Battarahalli,2,1165.0,2,1,43.0,430000.0
1026,Battarahalli,2,1636.0,2,2,82.89,828900.0
1027,Battarahalli,3,1779.0,3,2,90.0,900000.0
1029,Battarahalli,2,1090.0,2,2,38.37,383700.0
1030,Battarahalli,3,2082.0,3,2,104.0,1040000.0
1031,Battarahalli,3,2024.0,3,2,103.0,1030000.0
1032,Battarahalli,2,1097.0,2,1,49.0,490000.0
1034,Begur,3,1419.0,2,2,59.0,590000.0
1035,Begur,3,1580.0,3,2,75.0,750000.0
1036,Begur,3,1559.0,3,2,63.0,630000.0
1037,Begur,3,1445.0,2,2,47.1,471000.0
1038,Begur,3,1475.0,2,2,74.0,740000.0
1039,Begur,3,3500.0,4,2,185.0,1850000.0
1040,Begur,2,1100.0,2,2,55.0,550000.0
1041,Begur,2,1306.0,2,3,65.0,650000.0
1042,Begur,3,1304.0,3,0,65.0,650000.0
1043,Begur,3,1411.0,2,2,60.0,600000.0
1044,Begur,2,815.0,2,1,40.0,400000.0
1045,Begur,3,1443.0,2,2,70.0,700000.0
1046,Begur Road,2,1200.0,2,2,44.0,440000.0
1047,Begur Road,2,1200.0,2,2,46.8,468000.0
1048,Begur Road,2,1160.0,2,2,44.0,440000.0
1049,Begur Road,3,1584.0,3,2,65.0,650000.0
1051,Begur Road,3,1615.0,3,2,59.76,597600.0
1052,Begur Road,2,1200.0,2,2,43.2,432000.0
1053,Begur Road,2,1160.0,2,2,44.08,440800.0
1054,Begur Road,2,1200.0,2,2,45.0,450000.0
1055,Begur Road,3,1615.0,3,2,60.0,600000.0
