,location,bhk,total_sqft,bath,balcony,price
615,BTM Layout,6,3300.0,6,3,165.0
616,BTM Layout,3,1450.0,2,2,81.0
617,BTM Layout,3,1776.0,2,3,75.0
618,BTM Layout,3,1458.0,3,2,79.0
619,BTM Layout,2,935.0,2,1,51.5
620,BTM Layout,2,1020.0,2,1,46.5
621,BTM Layout,3,1600.0,3,2,112.0
622,BTM Layout,3,1300.0,2,1,75.0
623,BTM Layout,3,1540.0,2,2,78.0
624,BTM Layout,1,450.0,1,1,20.0
625,BTM Layout,2,1196.0,2,2,56.81
626,BTM Layout,3,1470.0,2,2,99.0
629,Babusapalaya,3,1611.0,2,2,66.0
631,Babusapalaya,3,1675.0,3,3,75.0
632,Babusapalaya,2,1141.0,2,1,46.0
633,Babusapalaya,2,1500.0,2,2,57.0
635,Babusapalaya,2,1050.0,2,3,45.0
636,Babusapalaya,2,1141.0,2,1,45.9
638,Babusapalaya,3,1230.0,3,3,53.0
639,Babusapalaya,2,1105.0,2,1,40.0
640,Babusapalaya,3,1410.0,2,3,65.0
641,Babusapalaya,2,1450.0,2,1,55.99
642,Babusapalaya,2,1100.0,2,2,38.0
644,Babusapalaya,2,1061.0,2,1,33.84
645,Babusapalaya,2,1061.0,2,1,38.95
646,Babusapalaya,2,1061.0,2,1,34.0
647,Babusapalaya,2,1245.0,2,2,58.0
648,Badavala Nagar,3,1494.0,2,2,94.55
649,Badavala Nagar,2,1274.0,2,1,81.0
650,Badavala Nagar,3,1842.0,3,2,115.0
651,Badavala Nagar,3,1494.0,2,2,94.55
652,Badavala Nagar,2,1274.0,2,1,81.0
653,Badavala Nagar,3,1494.0,2,2,94.55
654,Badavala Nagar,3,1842.0,3,2,115.0
655,Badavala Nagar,3,1842.0,3,2,115.0
656,Badavala Nagar,3,1842.0,3,2,115.0
657,Balagere,2,1210.0,2,1,80.9
658,Balagere,2,1210.0,2,1,72.0
659,Balagere,2,1205.0,2,1,78.5
660,Balagere,1,790.5,1,0,41.9
663,Balagere,2,1020.07,2,1,68.38
664,Balagere,2,1205.47,2,1,81.0
665,Balagere,2,1007.0,2,1,65.0
667,Balagere,2,1210.0,2,1,74.0
668,Balagere,2,1210.0,2,1,83.0
669,Balagere,1,675.0,1,1,45.0
670,Balagere,1,656.0,1,1,43.0
672,Balagere,2,1012.0,2,1,64.0
673,Balagere,2,1007.0,2,1,62.0
674,Balagere,2,1007.0,2,1,67.0
675,Balagere,2,1007.0,2,1,66.0
678,Balagere,1,645.0,1,1,34.18
681,Balagere,1,790.5,1,0,42.3
682,Balagere,2,1012.0,2,1,65.0
683,Balagere,1,656.0,1,1,38.77
684,Balagere,1,645.0,1,1,39.0
685,Balagere,1,645.0,1,1,41.0
686,Balagere,2,1210.0,2,1,82.0
687,Balagere,1,656.0,1,1,34.77
688,Balagere,2,1205.0,2,1,73.87
689,Balagere,2,1012.0,2,1,70.0
690,Balagere,2,1007.0,2,1,68.0
692,Balagere,2,1205.0,2,1,79.0
693,Balagere,2,1012.0,2,1,68.0
695,Banashankari,2,1077.0,2,2,37.64
696,Banashankari,3,1470.0,2,1,88.64
697,Banashankari,3,1300.0,2,2,75.0
698,Banashankari,3,1800.0,3,2,115.0
699,Banashankari,2,1125.0,2,1,63.0
701,Banashankari,2,1310.0,2,2,80.0
702,Banashankari,3,2600.0,4,1,135.0
703,Banashankari,3,1900.0,2,1,170.0
704,Banashankari,2,1260.0,2,3,75.0
705,Banashankari,2,1170.0,2,2,46.79
707,Banashankari,3,1350.0,2,0,83.0
709,Banashankari,2,1330.0,2,1,78.0
710,Banashankari,3,1400.0,2,1,78.0
711,Banashankari,3,1700.0,3,2,125.0
712,Banashankari,2,1020.0,2,2,40.79
713,Banashankari,2,1600.0,2,1,63.98
714,Banashankari,2,1041.0,2,1,36.44
715,Banashankari,1,2400.0,1,1,200.0
716,Banashankari,2,1390.0,2,2,86.0
717,Banashankari,2,1460.0,2,3,70.0
718,Banashankari,2,1200.0,2,1,60.0
719,Banashankari,2,1290.0,2,2,80.0
721,Banashankari,2,1186.0,2,3,65.0
722,Banashankari,3,1650.0,3,2,101.0
724,Banashankari,2,1181.0,2,1,75.0
725,Banashankari,2,1105.0,2,2,90.0
726,Banashankari,1,720.0,1,1,60.0
727,Banashankari,2,1040.0,2,3,45.0
728,Banashankari,2,1330.0,2,2,77.0
729,Banashankari,2,1200.0,2,3,49.0
730,Banashankari,2,1185.0,2,2,67.0
731,Banashankari,2,1000.0,2,1,50.0
732,Banashankari,3,1650.0,3,2,90.75
733,Banashankari,3,1650.0,3,2,101.0
734,Banashankari,2,1310.0,2,2,80.43
735,Banashankari,2,600.0,1,0,27.0
736,Banashankari,2,1430.0,2,2,87.8
737,Banashankari,2,1020.0,2,1,42.83
739,Banashankari,3,1540.0,3,3,80.0
740,Banashankari,2,1195.0,2,1,35.84
741,Banashankari,3,1683.0,3,2,115.0
742,Banashankari,3,1800.0,3,2,125.0
743,Banashankari,2,1175.0,2,1,41.13
744,Banashankari,3,1750.0,2,2,89.0
745,Banashankari,3,1800.0,3,2,175.0
746,Banashankari,2,1450.0,2,2,50.75
747,Banashankari,3,1770.0,3,3,108.0
748,Banashankari,3,1800.0,3,2,125.0
751,Banashankari,3,1200.0,3,2,74.52
752,Banashankari,2,1100.0,2,1,63.0
753,Banashankari,2,1020.0,2,2,40.79
754,Banashankari,2,1260.0,2,3,75.0
756,Banashankari,3,1426.0,3,2,85.0
757,Banashankari Stage II,2,1700.0,2,2,150.0
758,Banashankari Stage II,4,1200.0,2,1,150.0
759,Banashankari Stage II,3,1500.0,2,1,120.0
760,Banashankari Stage II,5,2400.0,3,2,510.0
761,Banashankari Stage II,3,1240.0,2,2,59.52
762,Banashankari Stage II,2,1250.0,2,2,110.0
763,Banashankari Stage II,3,1260.0,2,1,95.0
764,Banashankari Stage II,3,2400.0,2,2,300.0
765,Banashankari Stage II,2,1400.0,2,1,100.0
766,Banashankari Stage II,5,2800.0,3,2,425.0
767,Banashankari Stage II,3,3000.0,3,2,450.0
768,Banashankari Stage II,3,1200.0,2,1,198.0
769,Banashankari Stage II,2,1245.0,2,1,125.0
770,Banashankari Stage III,3,1305.0,2,1,58.7
771,Banashankari Stage III,2,1145.0,2,3,58.4
772,Banashankari Stage III,3,1650.0,3,2,118.0
773,Banashankari Stage III,4,2400.0,4,1,240.0
774,Banashankari Stage III,3,1350.0,2,2,68.0
776,Banashankari Stage III,3,1305.0,2,1,59.0
777,Banashankari Stage III,3,1305.0,2,1,60.0
778,Banashankari Stage III,2,1200.0,2,0,42.0
779,Banashankari Stage III,3,1305.0,2,1,59.0
780,Banashankari Stage III,3,1480.0,3,1,75.48
781,Banashankari Stage III,3,1305.0,2,1,59.0
782,Banashankari Stage III,2,1304.0,2,0,111.0
783,Banashankari Stage III,6,3000.0,6,2,150.0
784,Banashankari Stage III,2,1085.0,2,1,50.0
785,Banashankari Stage III,3,1500.0,2,2,100.0
786,Banashankari Stage III,4,2100.0,3,1,147.0
787,Banashankari Stage III,3,1420.0,2,2,95.0
788,Banashankari Stage V,3,1300.0,2,1,58.5
789,Banashankari Stage V,3,1305.0,2,2,49.0
790,Banashankari Stage V,2,1035.0,2,2,35.77
791,Banashankari Stage V,3,1355.0,2,1,61.0
792,Banashankari Stage V,3,1510.0,3,3,47.57
793,Banashankari Stage V,3,1650.0,3,2,51.98
794,Banashankari Stage V,3,1630.0,3,2,51.35
795,Banashankari Stage V,3,1510.0,3,3,47.57
796,Banashankari Stage V,3,1315.0,2,2,49.0
797,Banashankari Stage V,3,1540.0,3,2,48.51
798,Banashankari Stage V,2,920.0,2,1,41.5
799,Banashankari Stage VI,2,1177.5,2,0,59.94
800,Banashankari Stage VI,4,4800.0,4,3,190.0
801,Banashankari Stage VI,4,2800.0,4,2,89.0
802,Banashankari Stage VI,4,2200.0,4,2,195.0
803,Banashankari Stage VI,2,1160.0,2,1,59.0
804,Banashankari Stage VI,2,1180.0,2,1,59.47
805,Banashankari Stage VI,3,1423.0,2,1,71.73
806,Banashankari Stage VI,3,1392.0,3,1,69.46
807,Banashankari Stage VI,3,1410.5,2,0,70.39
808,Banashankari Stage VI,4,4800.0,3,2,200.0
809,Banaswadi,2,1184.0,2,3,53.0
810,Banaswadi,2,1145.0,2,2,55.0
811,Banaswadi,2,1250.0,2,0,60.0
812,Banaswadi,2,1365.0,2,2,73.0
813,Banaswadi,5,1903.0,6,2,140.0
814,Banaswadi,2,1222.0,2,2,80.0
815,Banaswadi,2,870.0,2,2,38.0
816,Banaswadi,2,1200.0,2,3,60.0
818,Banaswadi,1,527.0,1,0,35.0
819,Banaswadi,2,1340.0,2,2,73.0
820,Banaswadi,2,1008.0,2,2,52.0
821,Banaswadi,2,1105.0,2,2,57.0
822,Banjara Layout,2,1200.0,2,2,70.0
823,Banjara Layout,2,1050.0,2,1,64.8
824,Banjara Layout,2,753.0,3,3,59.5
825,Banjara Layout,3,2500.0,4,0,140.0
827,Bannerghatta,3,1665.0,3,3,110.0
828,Bannerghatta,3,2370.0,4,2,195.0
829,Bannerghatta,2,1100.0,2,1,66.0
830,Bannerghatta,4,2895.5,2,2,246.0
831,Bannerghatta,2,1113.0,2,1,70.0
832,Bannerghatta,2,1200.0,2,2,73.2
833,Bannerghatta,2,1070.0,2,1,87.0
834,Bannerghatta,3,1776.0,3,2,124.0
835,Bannerghatta,3,1776.0,3,2,150.0
836,Bannerghatta Road,1,500.0,1,1,18.5
837,Bannerghatta Road,2,1050.0,2,1,65.0
838,Bannerghatta Road,3,1170.0,2,1,66.0
839,Bannerghatta Road,1,595.0,1,1,33.32
840,Bannerghatta Road,3,1445.0,3,2,95.0
841,Bannerghatta Road,3,1640.0,2,1,120.0
843,Bannerghatta Road,3,1460.0,2,1,90.0
845,Bannerghatta Road,2,1179.0,2,1,66.02
846,Bannerghatta Road,2,1122.5,2,0,58.94
847,Bannerghatta Road,2,793.0,2,1,45.0
849,Bannerghatta Road,2,1400.0,2,2,78.0
851,Bannerghatta Road,2,1215.0,2,0,50.0
852,Bannerghatta Road,3,1654.0,3,2,100.0
853,Bannerghatta Road,2,1181.0,2,0,55.0
855,Bannerghatta Road,2,1200.0,2,2,75.0
857,Bannerghatta Road,1,595.0,1,1,31.83
858,Bannerghatta Road,2,1105.0,2,1,51.0
859,Bannerghatta Road,2,1255.0,2,2,65.26
861,Bannerghatta Road,3,1550.0,3,2,82.0
863,Bannerghatta Road,3,1650.0,3,2,122.0
864,Bannerghatta Road,2,912.0,2,1,55.0
865,Bannerghatta Road,2,1218.0,2,1,73.0
867,Bannerghatta Road,2,1115.0,2,1,65.12
869,Bannerghatta Road,3,1893.0,3,2,100.0
870,Bannerghatta Road,3,1600.0,3,2,95.0
871,Bannerghatta Road,2,1275.0,2,2,65.0
872,Bannerghatta Road,2,892.0,2,1,39.0
874,Bannerghatta Road,2,1260.0,2,2,70.0
876,Bannerghatta Road,2,1157.0,2,0,40.0
877,Bannerghatta Road,2,1150.0,2,2,65.0
879,Bannerghatta Road,2,1100.0,2,0,39.0
881,Bannerghatta Road,3,1725.0,3,2,110.0
882,Bannerghatta Road,6,1850.0,6,3,150.0
884,Bannerghatta Road,2,950.0,2,0,38.0
885,Bannerghatta Road,2,1220.0,2,1,80.0
886,Bannerghatta Road,2,1130.0,2,2,78.0
888,Bannerghatta Road,3,1486.0,3,1,83.22
890,Bannerghatta Road,2,1015.0,2,0,48.0
891,Bannerghatta Road,2,1115.0,2,1,61.0
892,Bannerghatta Road,2,1136.0,2,1,48.0
893,Bannerghatta Road,4,2700.0,4,3,260.0
894,Bannerghatta Road,3,1200.0,2,2,69.0
895,Bannerghatta Road,3,1465.0,2,1,76.0
896,Bannerghatta Road,2,1302.5,2,0,67.73
897,Bannerghatta Road,2,1200.0,2,2,65.0
898,Bannerghatta Road,2,1240.0,2,1,65.0
899,Bannerghatta Road,3,1476.0,3,1,125.0
901,Bannerghatta Road,3,1532.5,3,0,84.29
903,Bannerghatta Road,2,1268.0,2,1,69.0
904,Bannerghatta Road,3,1450.0,2,2,87.0
905,Bannerghatta Road,4,2932.0,5,2,195.0
908,Bannerghatta Road,2,960.0,2,3,58.0
909,Bannerghatta Road,3,1750.0,3,2,130.0
910,Bannerghatta Road,2,1275.0,2,1,73.0
912,Bannerghatta Road,2,1240.0,2,1,71.0
914,Bannerghatta Road,2,1215.0,2,1,68.0
915,Bannerghatta Road,2,1215.0,2,1,68.0
916,Bannerghatta Road,3,1894.0,3,1,115.0
918,Bannerghatta Road,3,1693.0,3,2,89.0
919,Bannerghatta Road,2,1280.0,2,2,60.16
921,Bannerghatta Road,1,630.0,1,2,35.0
922,Bannerghatta Road,2,1215.0,2,1,68.0
923,Bannerghatta Road,3,1365.0,3,1,76.18
924,Bannerghatta Road,2,1115.0,2,2,78.0
925,Bannerghatta Road,3,1532.5,3,0,79.47
927,Bannerghatta Road,3,1655.0,3,3,90.0
928,Bannerghatta Road,2,1247.0,2,1,47.39
929,Bannerghatta Road,2,1237.5,2,0,49.49
930,Bannerghatta Road,3,1650.0,3,1,94.0
931,Bannerghatta Road,2,905.0,2,1,65.0
932,Bannerghatta Road,2,1000.0,2,1,50.0
933,Bannerghatta Road,4,2185.0,3,3,120.0
934,Bannerghatta Road,2,1012.0,2,1,45.0
936,Bannerghatta Road,3,1460.0,2,2,80.0
937,Bannerghatta Road,2,1340.0,2,3,85.0
938,Bannerghatta Road,3,1711.0,3,2,125.0
939,Bannerghatta Road,3,1520.0,2,3,81.0
940,Bannerghatta Road,3,2826.0,3,1,148.0
941,Bannerghatta Road,2,1115.0,2,1,61.0
942,Bannerghatta Road,2,1154.0,2,2,47.0
943,Bannerghatta Road,2,1000.0,2,1,44.5
944,Bannerghatta Road,2,1250.0,2,0,48.0
945,Bannerghatta Road,3,1640.0,3,2,105.0
947,Bannerghatta Road,2,1012.0,2,1,44.0
948,Bannerghatta Road,3,1527.0,3,2,115.0
951,Bannerghatta Road,3,1550.0,3,2,96.0
952,Bannerghatta Road,2,1200.0,2,2,78.0
953,Bannerghatta Road,3,1885.0,3,1,125.0
955,Bannerghatta Road,3,1450.0,2,2,78.0
956,Bannerghatta Road,1,700.0,1,1,31.2
959,Bannerghatta Road,2,905.0,2,1,58.0
961,Bannerghatta Road,3,1920.0,3,3,122.0
962,Bannerghatta Road,4,2400.0,4,1,180.0
964,Bannerghatta Road,2,1270.0,2,2,45.0
965,Bannerghatta Road,3,1520.0,2,3,80.0
966,Bannerghatta Road,3,1270.0,2,1,73.0
967,Bannerghatta Road,3,1846.0,3,2,120.0
969,Bannerghatta Road,2,1122.5,2,0,61.74
970,Bannerghatta Road,3,1655.0,3,3,95.0
971,Bannerghatta Road,2,1206.0,2,3,53.0
972,Bannerghatta Road,2,1150.0,2,2,55.0
973,Bannerghatta Road,2,1215.0,2,1,65.0
974,Bannerghatta Road,3,1510.0,2,3,110.0
975,Bannerghatta Road,2,1022.0,2,1,35.0
976,Bannerghatta Road,2,1246.0,2,2,47.35
977,Bannerghatta Road,3,1470.0,2,1,85.0
978,Bannerghatta Road,2,1160.0,2,2,45.0
979,Bannerghatta Road,2,970.0,2,1,57.0
980,Bannerghatta Road,3,1527.0,3,1,142.0
981,Basapura,2,1100.0,2,1,60.0
982,Basapura,2,1045.0,2,2,42.0
983,Basapura,2,1100.0,2,1,60.0
984,Basapura,2,1301.0,2,2,55.0
985,Basapura,3,1540.0,2,2,70.0
986,Basapura,3,1440.0,3,2,72.0
987,Basapura,3,1294.0,2,2,52.0
988,Basapura,2,1100.0,2,1,60.0
991,Basavangudi,2,1036.0,2,2,105.0
992,Basavangudi,4,2600.0,4,3,260.0
993,Basavangudi,3,1600.0,2,2,160.0
994,Basavangudi,2,1560.0,2,2,145.0
996,Basavangudi,3,1800.0,3,2,195.0
997,Basavangudi,2,1100.0,2,3,93.0
999,Basavangudi,2,1050.0,2,1,103.0
1002,Basavangudi,2,1180.0,2,3,124.0
1004,Basavangudi,2,1200.0,2,3,120.0
1006,Basavangudi,4,2453.0,3,2,250.0
1007,Basaveshwara Nagar,5,4500.0,5,1,415.0
1008,Basaveshwara Nagar,3,1865.0,3,3,145.0
1009,Basaveshwara Nagar,2,1200.0,2,0,90.0
1010,Basaveshwara Nagar,5,2400.0,4,1,310.0
1011,Basaveshwara Nagar,2,1200.0,2,2,80.0
1012,Basaveshwara Nagar,2,900.0,2,1,60.0
1013,Basaveshwara Nagar,3,1900.0,3,3,150.0
1014,Basaveshwara Nagar,2,1200.0,2,2,85.0
1015,Basaveshwara Nagar,2,1200.0,2,1,70.0
1016,Battarahalli,2,1200.0,2,1,65.0
1017,Battarahalli,3,1779.0,3,2,89.61
1018,Battarahalli,2,1300.0,2,1,50.0
1019,Battarahalli,3,1945.0,3,2,97.42
1020,Battarahalli,3,1777.0,3,2,100.0
1021,Battarahalli,2,1135.0,2,3,43.0
1022,Battarahalli,2,1276.0,2,2,45.0
1023,Battarahalli,3,1880.0,3,2,94.36
1024,Battarahalli,2,1071.0,2,1,62.0
1025,Battarahalli,2,1165.0,2,1,43.0
1026,Battarahalli,2,1636.0,2,2,82.89
1027,Battarahalli,3,1779.0,3,2,90.0
1029,Battarahalli,2,1090.0,2,2,38.37
1030,Battarahalli,3,2082.0,3,2,104.0
1031,Battarahalli,3,2024.0,3,2,103.0
1032,Battarahalli,2,1097.0,2,1,49.0
1034,Begur,3,1419.0,2,2,59.0
1035,Begur,3,1580.0,3,2,75.0
1036,Begur,3,1559.0,3,2,63.0
1037,Begur,3,1445.0,2,2,47.1
1038,Begur,3,1475.0,2,2,74.0
1039,Begur,3,3500.0,4,2,185.0
1040,Begur,2,1100.0,2,2,55.0
1041,Begur,2,1306.0,2,3,65.0
1042,Begur,3,1304.0,3,0,65.0
1043,Begur,3,1411.0,2,2,60.0
1044,Begur,2,815.0,2,1,40.0
1045,Begur,3,1443.0,2,2,70.0
1046,Begur Road,2,1200.0,2,2,44.0
1047,Begur Road,2,1200.0,2,2,46.8
1048,Begur Road,2,1160.0,2,2,44.0
1049,Begur Road,3,1584.0,3,2,65.0
1051,Begur Road,3,1615.0,3,2,59.76
1052,Begur Road,2,1200.0,2,2,43.2
1053,Begur Road,2,1160.0,2,2,44.08
1054,Begur Road,2,1200.0,2,2,45.0
1055,Begur Road,3,1615.0,3,2,60.0
1056,Begur Road,3,1410.0,2,3,53.0
1057,Begur Road,2,1200.0,2,2,37.8
1058,Begur Road,2,1160.0,2,2,40.59
1059,Begur Road,2,1260.0,2,2,46.62
1060,Begur Road,3,1600.0,3,2,58.14
1062,Begur Road,3,1500.0,2,3,70.0
1063,Begur Road,2,1160.0,2,2,42.0
1064,Begur Road,2,1240.0,2,2,39.06
1065,Begur Road,2,1200.0,2,2,45.0
1066,Begur Road,3,1500.0,2,3,55.0
1067,Begur Road,3,1410.0,2,3,52.17
1069,Begur Road,3,1583.0,3,1,74.4
1070,Begur Road,2,1170.0,2,2,46.0
1071,Begur Road,2,1160.0,2,2,42.92
1072,Begur Road,3,1410.0,2,3,52.17
1074,Begur Road,3,1565.0,2,2,59.76
1075,Begur Road,2,1160.0,2,2,42.0
1077,Begur Road,3,1410.0,2,3,53.58
1078,Begur Road,2,1200.0,2,2,45.0
1079,Begur Road,2,1200.0,2,2,42.6
1080,Begur Road,2,1160.0,2,2,42.0
1081,Begur Road,2,1334.0,2,3,42.69
1082,Begur Road,3,1565.0,2,2,57.91
1083,Begur Road,2,1200.0,2,2,45.6
1084,Begur Road,2,1215.0,2,2,43.13
1085,Begur Road,2,1160.0,2,2,36.54
1087,Begur Road,2,1200.0,2,2,44.4
1089,Begur Road,2,1260.0,2,1,39.69
1091,Begur Road,2,1160.0,2,2,44.0
1093,Begur Road,2,952.0,2,1,42.0
1096,Begur Road,2,1200.0,2,2,42.0
1097,Begur Road,2,1240.0,2,2,45.88
1098,Begur Road,3,1200.0,3,0,50.0
1100,Begur Road,2,1200.0,2,2,44.0
1102,Begur Road,2,1100.0,2,2,42.6
1103,Begur Road,3,1565.0,2,2,57.91
1104,Begur Road,2,1200.0,2,2,44.4
1105,Begur Road,2,1160.0,2,2,36.54
1106,Begur Road,2,1215.0,2,1,43.75
1107,Begur Road,2,1200.0,2,2,44.73
1108,Begur Road,2,1160.0,2,2,42.0
1109,Begur Road,3,1410.0,2,3,54.99
1110,Bellandur,3,1767.0,3,1,103.0
1111,Bellandur,2,1205.0,2,3,66.0
1112,Bellandur,2,1250.0,2,1,76.0
1113,Bellandur,2,1000.0,2,2,50.0
1114,Bellandur,2,1281.0,2,1,74.0
1115,Bellandur,2,921.0,2,2,40.0
1117,Bellandur,3,1490.0,2,2,98.0
1119,Bellandur,3,2039.0,3,2,168.0
1120,Bellandur,3,1605.0,3,2,85.0
1121,Bellandur,3,1692.0,3,2,88.0
1122,Bellandur,2,1220.0,2,2,60.0
1123,Bellandur,2,1299.0,2,2,82.0
1124,Bellandur,2,900.0,2,2,56.0
1125,Bellandur,2,1350.0,2,1,79.0
1126,Bellandur,2,1286.0,2,2,57.0
1127,Bellandur,4,3016.0,4,3,230.0
1128,Bellandur,2,1457.0,2,2,85.0
1129,Bellandur,2,1195.0,2,2,51.0
1130,Bellandur,2,1050.0,2,2,72.0
1131,Bellandur,4,3600.0,4,0,260.0
1132,Bellandur,2,1310.0,2,2,72.0
1133,Bellandur,2,924.0,2,2,35.11
1134,Bellandur,3,1785.0,3,3,118.0
1135,Bellandur,2,1051.0,2,2,60.0
1137,Bellandur,2,1060.0,2,1,65.0
1138,Bellandur,2,1100.0,2,3,62.0
1139,Bellandur,2,1550.0,2,3,59.0
1140,Bellandur,2,924.0,2,2,35.11
1142,Bellandur,3,1685.0,3,3,100.0
1143,Bellandur,2,982.0,2,2,55.0
1144,Bellandur,2,981.0,2,2,37.28
1145,Bellandur,2,1205.0,2,1,59.0
1146,Bellandur,2,1063.0,2,1,58.0
1147,Bellandur,2,1201.0,2,2,59.99
1148,Bellandur,2,1325.0,2,2,65.0
1149,Bellandur,2,1281.0,2,2,87.0
1151,Bellandur,2,1200.0,2,1,52.0
1152,Bellandur,3,1785.0,3,2,120.0
1153,Bellandur,2,1088.0,2,2,48.0
1154,Bellandur,2,1310.0,2,2,85.0
1155,Bellandur,2,982.0,2,2,37.28
1156,Bellandur,2,1465.0,3,3,90.0
1157,Bellandur,3,1767.0,3,2,109.0
1158,Bellandur,2,924.0,2,2,35.11
1159,Bellandur,4,3600.0,4,2,245.0
1160,Bellandur,2,1170.0,2,1,46.79
1161,Bellandur,2,1150.0,2,1,69.44
1162,Bellandur,2,1200.0,2,3,45.0
1164,Bellandur,2,1410.0,3,2,92.0
1165,Bellandur,2,950.0,2,2,35.0
1166,Bellandur,2,1015.0,2,1,60.0
1168,Bellandur,3,1685.0,3,3,101.0
1169,Bellandur,3,1735.0,3,3,105.0
1170,Bellandur,3,1685.0,3,3,115.0
1171,Bellandur,3,1846.0,3,2,135.0
1172,Bellandur,2,1049.0,2,1,51.0
1174,Bellandur,2,1211.0,2,1,63.0
1175,Bellandur,3,1717.0,3,2,110.0
1177,Bellandur,2,1185.0,2,1,47.39
1178,Bellandur,2,1200.0,2,1,62.0
1182,Bellandur,2,1251.0,2,3,47.0
1184,Bellandur,2,960.0,2,2,48.0
1185,Bellandur,3,1690.0,2,2,116.0
1186,Bellandur,1,950.0,1,1,40.0
1187,Bellandur,2,850.0,2,1,45.0
1188,Bellandur,2,1454.0,2,1,90.0
1190,Bellandur,2,1195.0,2,1,52.0
1191,Bellandur,3,1435.0,2,2,115.0
1193,Bellandur,2,1260.0,2,2,83.5
1194,Bellandur,3,1535.0,3,2,90.0
1195,Bellandur,2,1047.0,2,1,75.0
1196,Bellandur,2,1096.0,2,2,40.0
1197,Bellandur,2,1262.0,2,2,47.0
1198,Benson Town,3,3200.0,4,2,350.0
1199,Benson Town,4,4460.0,5,2,650.0
1200,Benson Town,3,2850.0,4,3,470.0
1201,Benson Town,2,1300.0,2,1,120.0
1202,Benson Town,2,1567.0,3,0,140.0
1204,Benson Town,2,1688.12,2,1,270.0
1205,Benson Town,3,1805.0,3,2,280.0
1206,Benson Town,2,1688.0,2,0,280.0
1207,Bharathi Nagar,2,1322.0,2,2,68.0
1208,Bharathi Nagar,2,1351.0,2,2,70.0
1209,Bharathi Nagar,2,1384.0,2,2,59.0
1210,Bharathi Nagar,2,1351.0,2,2,74.0
1211,Bharathi Nagar,2,1432.0,2,2,68.0
1213,Bharathi Nagar,2,1349.0,2,2,56.7
1214,Bharathi Nagar,2,1328.0,2,2,69.0
1215,Bharathi Nagar,2,1300.0,2,2,55.86
1216,Bhoganhalli,3,1670.0,3,1,99.0
1219,Bhoganhalli,2,1444.0,2,1,75.97
1220,Bhoganhalli,2,1447.0,2,1,75.97
1221,Bhoganhalli,3,1700.0,3,2,126.0
1222,Bhoganhalli,2,1447.0,2,1,75.97
1227,Bhoganhalli,3,1760.0,3,2,127.0
1229,Bhoganhalli,2,1447.0,2,1,75.97
1230,Bhoganhalli,3,1949.0,3,2,129.0
1231,Bhoganhalli,3,1760.0,3,2,128.0
1232,Bhoganhalli,2,1447.0,2,1,75.97
1233,Bhoganhalli,4,2439.0,4,3,185.0
1237,Bhoganhalli,2,1444.0,2,1,75.97
1238,Bhoganhalli,2,1205.0,2,2,64.47
1239,Bhoganhalli,2,1447.0,2,1,75.97
1240,Bhoganhalli,4,2439.0,5,2,170.0
1242,Bhoganhalli,2,1205.0,2,1,68.32
1243,Bhoganhalli,2,1260.0,2,1,69.9
1244,Bhoganhalli,4,2439.0,4,3,170.0
1245,Bhoganhalli,3,1707.0,3,2,115.0
1247,Bhoganhalli,2,970.0,2,1,52.5
1249,Bhoganhalli,2,1277.0,2,1,79.89
1251,Bhoganhalli,3,1703.0,3,2,120.0
1253,Billekahalli,2,1125.0,2,2,62.0
1255,Billekahalli,2,1090.0,2,3,52.0
1256,Billekahalli,2,1112.0,2,2,62.0
1257,Billekahalli,3,2400.0,3,1,150.0
1258,Billekahalli,3,2968.0,3,2,225.0
1259,Billekahalli,2,950.0,2,1,58.11
1260,Billekahalli,2,1360.0,2,3,110.0
1261,Billekahalli,2,1125.0,2,1,65.0
1262,Billekahalli,2,950.0,2,2,56.0
1264,Billekahalli,3,1805.0,3,3,134.0
1265,Binny Pete,3,1755.0,3,1,122.0
1266,Binny Pete,1,665.0,1,0,50.75
1269,Binny Pete,2,1245.0,2,1,86.28
1270,Binny Pete,1,660.0,1,1,54.0
1271,Binny Pete,1,665.0,1,1,46.08
1272,Binny Pete,1,660.0,1,1,62.0
1273,Binny Pete,2,1365.0,2,1,122.0
1275,Binny Pete,3,1795.0,3,2,139.0
1276,Binny Pete,3,1740.0,3,1,150.0
1277,Binny Pete,3,1970.0,3,2,164.0
1278,Binny Pete,3,1516.0,3,1,147.0
1279,Bisuvanahalli,3,1180.0,3,2,48.0
1281,Bisuvanahalli,3,1075.0,2,1,46.0
1284,Bisuvanahalli,3,1075.0,2,1,45.0
1286,Bisuvanahalli,2,845.0,2,1,33.0
1287,Bisuvanahalli,3,1075.0,2,1,45.0
1288,Bisuvanahalli,2,845.0,2,1,37.0
1291,Bisuvanahalli,2,845.0,2,1,29.0
1292,Bisuvanahalli,3,1075.0,2,1,47.0
1293,Bisuvanahalli,2,850.0,1,1,32.0
1294,Bisuvanahalli,3,1075.0,2,1,50.0
1295,Bisuvanahalli,3,1075.0,2,1,52.0
1296,Bisuvanahalli,3,1180.0,2,1,46.0
1297,Bisuvanahalli,3,1075.0,2,1,42.0
1298,Bisuvanahalli,2,845.0,2,1,37.0
1299,Bisuvanahalli,3,1075.0,2,1,43.0
1300,Bisuvanahalli,2,700.0,1,1,32.0
1301,Bisuvanahalli,3,1075.0,2,1,52.0
